STT,Mã CK,Tên công ty,Sàn CK,"4. Giá vốn hàng bán [Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","4. Giá vốn hàng bán [Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Kiểm toán, ĐVT: VND]","4. Giá vốn hàng bán [Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Chưa kiểm toán, ĐVT: VND]","A. TÀI SẢN NGẮN HẠN[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","I. Nợ ngắn hạn[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","IV. Hàng tồn kho[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","1. Doanh thu bán hàng và cung cấp dịch vụ [Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","3. Doanh thu thuần về bán hàng và cung cấp dịch vụ[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","III. Các khoản phải thu ngắn hạn[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","I. Các khoản phải thu dài hạn[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","A. NỢ PHẢI TRẢ[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","I. Vốn chủ sở hữu[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","II. Tài sản cố định[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","TỔNG CỘNG NGUỒN VỐN[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","11. Lợi nhuận sau thuế chưa phân phối[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","TỔNG CỘNG TÀI SẢN[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","   Trong đó :Chi phí lãi vay[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","Chi phí lãi vay[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","Khấu hao TSCĐ và BĐSĐT[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","Giá vốn hàng bán/Doanh thu thuần[Năm: 2021, ĐVT: %]","Tỷ số thanh toán nhanh[Năm: 2021, ĐVT: Lần]","Tỷ số thanh toán hiện hành (ngắn hạn)[Năm: 2021, ĐVT: Lần]","Khả năng thanh toán lãi vay[Năm: 2021, ĐVT: Lần]","Tăng trưởng  doanh thu thuần[Năm: 2021, ĐVT: %]","Tăng trưởng tổng tài sản[Năm: 2021, ĐVT: %]","Tăng trưởng vốn chủ sở hữu[Năm: 2021, ĐVT: %]","Tăng trưởng lợi nhuận trước thuế [Năm: 2021, ĐVT: %]","Tăng trưởng  lợi nhuận gộp[Năm: 2021, ĐVT: %]","Lợi nhuận trước thuế và lãi vay (EBIT)[Năm: 2021, ĐVT: đồng]","Lợi nhuận trước thuế, lãi vay và khấu hao (EBITDA)[Năm: 2021, ĐVT: đồng]","Tỷ số dòng tiền HĐKD trên doanh thu thuần[Năm: 2021, ĐVT: %]",Ngành NAICS cấp 1,Ngày giao dịch đầu tiên
1782,VLA,CTCP Đầu tư và Phát triển Công nghệ Văn Lang,HNX,"3,405,697,161 ","3,405,697,161 ","3,405,697,161 ","16,699,931,706 ","4,529,199,666 ",,"14,454,237,799 ","14,454,237,799 ","4,500,178,281 ","58,400,000 ","4,529,199,666 ","20,731,023,522 ","5,753,065,002 ","25,260,223,188 ","6,605,279,660 ","25,260,223,188 ","2,877,000 ","2,877,000 ","174,160,611 ",23.56 ,3.69 ,3.69 ,"2,435.73 ",85.58 ,59.42 ,32.86 ,"23,591.88 ",158.62 ,"7,007,597,810 ","7,181,758,421 ",(34.64),"Dịch vụ chuyên môn, khoa học và công nghệ",04-08-2010
1783,VLB,CTCP Xây dựng và Sản xuất Vật liệu xây dựng Biên Hòa,UPCOM,"696,880,909,891 ","696,880,909,891 ","696,880,909,891 ","503,846,526,708 ","189,553,259,906 ","27,851,294,121 ","941,951,975,937 ","941,951,975,937 ","36,540,450,263 ","29,812,963,689 ","189,553,259,906 ","676,079,844,830 ","67,630,080,856 ","865,633,104,736 ","120,220,469,132 ","865,633,104,736 ",,,"25,856,502,614 ",73.98 ,2.51 ,2.66 ,0.00 ,(15.15),(4.66),(4.88),(11.32),(16.19),"201,695,413,122 ","227,551,915,736 ",14.81 ,Khai khoáng,22-09-2016
1784,VLC,Tổng Công ty Chăn Nuôi Việt Nam - CTCP,UPCOM,"2,028,710,786,211 ","2,028,710,786,211 ","2,028,710,786,211 ","2,887,493,948,417 ","340,042,333,534 ","194,029,956,230 ","2,930,382,017,195 ","2,928,251,738,923 ","287,621,705,094 ","165,180,600 ","365,014,844,365 ","2,834,540,063,560 ","159,974,543,647 ","3,199,554,907,925 ","556,641,650,889 ","3,199,554,907,925 ","162,698,449 ","162,698,449 ","54,248,589,877 ",69.28 ,7.92 ,8.49 ,"2,212.27 ",3.63 ,72.65 ,84.20 ,10.36 ,1.12 ,"359,932,096,133 ","414,180,686,010 ",7.33 ,Sản xuất,26-10-2015
1785,VLD,CTCP Bất động sản Viettronics,OTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xây dựng và Bất động sản,
1786,VLF,CTCP Lương thực Thực phẩm Vĩnh Long,UPCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sản xuất,13-05-2016
1787,VLG,CTCP VIMC Logistics,UPCOM,"608,760,992,208 ","608,760,992,208 ","608,760,992,208 ","141,069,108,705 ","86,826,356,041 ",,"621,347,814,656 ","621,347,814,656 ","96,005,349,170 ","10,062,700,000 ","86,826,356,041 ","167,715,008,628 ","59,177,914,824 ","254,541,364,669 ","6,400,523,307 ","254,541,364,669 ","2,402,783,348 ","2,402,783,348 ","7,812,133,931 ",97.97 ,1.62 ,1.62 ,4.20 ,125.45 ,(4.96),0.29 ,77.26 ,97.94 ,"10,093,027,432 ","17,905,161,363 ",6.25 ,Vận tải và kho bãi,18-09-2015
1788,VLP,CTCP Công trình Công cộng Vĩnh Long,UPCOM,"53,661,089,216 ","53,661,089,216 ",,"49,930,691,827 ","11,439,625,441 ","329,871,243 ","77,760,442,437 ","71,898,118,346 ","22,621,569,379 ",,"11,439,625,441 ","49,947,213,849 ","8,610,539,657 ","61,386,839,290 ","3,398,619,930 ","61,386,839,290 ",,,,74.63 ,4.34 ,4.36 ,0.00 ,(9.19),(10.29),(5.09),(61.88),(30.29),"4,678,215,224 ","6,400,696,292 ",33.71 ,"Dịch vụ hỗ trợ (hành chính, du lịch, an ninh, kiểm định…) và xử lý rác thải",18-07-2017
1789,VLW,CTCP Cấp nước Vĩnh Long,UPCOM,"61,486,959,480 ","61,486,959,480 ","61,486,959,480 ","211,699,581,649 ","48,282,397,124 ","17,250,080,515 ","175,539,696,528 ","175,539,696,528 ","13,613,412,810 ",,"96,750,135,946 ","392,238,686,723 ","258,377,521,551 ","490,312,193,638 ","75,114,981,910 ","490,312,193,638 ","112,607,813 ","112,607,813 ","26,747,230,598 ",35.03 ,4.03 ,4.38 ,664.38 ,4.30 ,(0.14),4.34 ,16.86 ,5.49 ,"74,814,760,616 ","101,561,991,214 ",44.42 ,Tiện ích,17-07-2017
1790,VMA,CTCP Công nghiệp Ô tô - Vinacomin,UPCOM,"317,387,442,948 ","317,387,442,948 ",,"112,308,389,792 ","104,876,335,243 ","12,123,765,105 ","349,103,329,413 ","349,103,329,413 ","83,199,078,842 ",,"105,152,330,243 ","35,093,289,825 ","42,690,692,771 ","155,983,793,849 ","4,700,844,994 ","155,983,793,849 ","258,537,415 ","258,537,415 ","11,514,379,012 ",90.92 ,0.96 ,1.07 ,24.06 ,1.25 ,(4.46),0.91 ,7.49 ,(6.12),"6,219,187,344 ","17,733,566,356 ",0.95 ,Sản xuất,28-08-2015
1791,VMC,CTCP Vimeco,HNX,"728,809,762,646 ","728,809,762,646 ","730,195,698,588 ","840,191,116,650 ","641,895,794,099 ","186,453,707,583 ","765,899,475,829 ","765,899,475,829 ","559,994,004,332 ","29,174,684,060 ","667,535,357,225 ","349,111,845,680 ","126,974,989,932 ","1,016,647,202,905 ","20,443,028,939 ","1,016,647,202,905 ","17,403,317,519 ","17,403,317,519 ","23,071,812,008 ",95.16 ,1.02 ,1.31 ,1.36 ,19.14 ,(4.96),(1.78),50.70 ,4.43 ,"23,655,949,292 ","46,727,761,300 ",(1.49),Xây dựng và Bất động sản,11-12-2006
1792,VMCCo,CTCP Vật tư Tổng Hợp Vĩnh Phú,OTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bán buôn,
1793,VMD,CTCP Y Dược phẩm Vimedimex,HOSE,"11,242,175,587,903 ","11,242,175,587,903 ","11,250,064,255,354 ","5,275,464,010,536 ","5,111,112,492,206 ","2,531,980,079,273 ","12,454,210,705,965 ","12,311,862,982,030 ","2,390,187,750,859 ","2,811,576,965 ","5,129,235,853,063 ","396,121,219,993 ","124,956,374,624 ","5,527,280,532,996 ","20,662,465,173 ","5,527,280,532,996 ","15,744,764,828 ","15,744,764,828 ","19,420,435,363 ",91.31 ,0.54 ,1.03 ,2.90 ,(32.14),(33.45),9.48 ,(40.82),(28.90),"45,623,257,844 ","65,043,693,207 ",(4.97),Bán buôn,30-09-2010
1794,VMG,CTCP Thương mại và Dịch vụ Dầu khí Vũng Tàu,UPCOM,"247,707,958,162 ","247,707,958,162 ",,"18,842,288,704 ","61,907,298,599 ","803,582,559 ","290,933,877,780 ","287,287,537,863 ","15,507,496,334 ","4,476,313,238 ","84,230,723,962 ","21,161,127,256 ","30,646,709,361 ","105,391,851,218 ","(113,396,826,286)","105,391,851,218 ","3,448,185,712 ","3,448,185,712 ","3,226,586,980 ",86.22 ,0.29 ,0.30 ,1.79 ,5.05 ,(12.83),(37.87),"4,069.14 ",5.18 ,"6,168,071,599 ","9,394,658,579 ",(0.18),Tiện ích,11-10-2017
1795,VMI,CTCP Khoáng sản và Đầu tư Visaco,OTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xây dựng và Bất động sản,02-07-2021
1796,VMS,CTCP Phát triển Hàng Hải,HNX,"196,037,791,395 ","196,037,791,395 ","196,030,407,598 ","129,566,309,404 ","46,592,083,051 ","1,578,570,097 ","221,027,980,665 ","221,027,980,665 ","52,841,464,948 ","25,381,263,831 ","101,781,498,316 ","148,700,830,831 ","25,184,668,774 ","250,482,329,147 ","21,869,867,180 ","250,482,329,147 ",,,"3,677,399,032 ",88.69 ,2.75 ,2.78 ,0.00 ,(4.83),(6.65),(5.53),(5.98),(8.36),"13,388,436,304 ","17,065,835,336 ",(0.80),Vận tải và kho bãi,20-10-2015
1797,VMT,CTCP Giao nhận Vận tải miền Trung,UPCOM,"62,425,047,457 ","62,425,047,457 ",,"25,699,783,814 ","51,019,200,557 ",,"67,990,822,285 ","67,990,822,285 ","9,194,967,258 ",,"72,909,200,557 ","58,047,511,697 ","16,463,938,003 ","130,956,712,254 ","23,681,640,891 ","130,956,712,254 ",,,"381,122,924 ",91.81 ,0.50 ,0.50 ,0.00 ,63.11 ,215.41 ,62.33 ,97.98 ,(18.90),"10,125,052,185 ","10,506,175,109 ",(16.77),Vận tải và kho bãi,06-01-2023
1798,VNA,CTCP Vận tải Biển Vinaship,UPCOM,"632,286,811,468 ","632,286,811,468 ","632,286,811,468 ","353,944,846,810 ","380,545,803,948 ","43,486,569,667 ","853,340,639,215 ","853,340,639,215 ","60,897,430,886 ",,"471,617,122,782 ","242,282,881,294 ","306,509,733,605 ","713,900,004,076 ","(40,649,840,560)","713,900,004,076 ","20,851,215,090 ","20,851,215,090 ","86,915,042,408 ",74.10 ,0.82 ,0.93 ,9.68 ,66.23 ,32.05 ,275.87 ,"12,795.57 ","4,287.88 ","201,772,158,774 ","288,687,201,182 ",26.36 ,Vận tải và kho bãi,03-05-2017
1799,VNB,CTCP Sách Việt Nam,UPCOM,"14,772,731,499 ","14,772,731,499 ","14,772,731,499 ","903,661,274,509 ","8,414,941,015 ","6,810,203,237 ","23,142,939,662 ","23,142,939,662 ","747,340,472,787 ","135,000,000 ","9,338,941,015 ","918,404,138,775 ","5,471,193,814 ","927,743,079,790 ","167,643,887,191 ","927,743,079,790 ",,,"1,463,086,342 ",63.83 ,106.58 ,107.39 ,0.00 ,(36.34),3.29 ,3.70 ,(13.02),(22.40),"38,110,154,723 ","39,573,241,065 ",(96.72),Công nghệ và thông tin,15-07-2016
1800,VNC,CTCP Tập đoàn Vinacontrol,HNX,"465,731,405,274 ","465,731,405,274 ","474,470,918,410 ","201,274,164,214 ","103,747,028,438 ","3,042,316,060 ","589,910,480,928 ","589,910,480,928 ","90,812,201,322 ","826,391,339 ","111,817,020,810 ","255,710,462,095 ","133,815,390,452 ","367,527,482,905 ","31,680,273,093 ","367,527,482,905 ","1,020,843,383 ","1,020,843,383 ","21,696,373,231 ",78.95 ,1.91 ,1.94 ,39.37 ,1.90 ,4.16 ,6.72 ,(15.24),(3.41),"40,194,537,695 ","61,890,910,926 ",10.59 ,"Dịch vụ chuyên môn, khoa học và công nghệ",21-12-2006
1801,VNE,Tổng Công ty cổ phần Xây dựng Điện Việt Nam,HOSE,"1,904,014,782,082 ","1,904,014,782,082 ","1,906,296,119,041 ","1,563,671,556,127 ","2,187,576,800,539 ","164,073,182,231 ","1,999,012,660,191 ","1,999,012,660,191 ","1,110,453,740,983 ","92,017,616,995 ","2,459,529,270,768 ","1,023,787,733,515 ","321,812,141,788 ","3,483,317,004,283 ","130,710,198,884 ","3,483,317,004,283 ","37,194,948,302 ","37,194,948,302 ","30,132,765,182 ",95.25 ,0.64 ,0.71 ,1.33 ,53.81 ,66.43 ,3.00 ,2.27 ,8.44 ,"49,532,769,809 ","79,665,534,991 ",14.55 ,Xây dựng và Bất động sản,09-08-2007
1802,VNF,CTCP Vinafreight,HNX,"4,700,723,864,847 ","4,700,723,864,847 ","4,700,723,864,847 ","1,057,398,315,002 ","758,551,290,883 ",,"4,904,141,907,513 ","4,895,877,740,705 ","743,364,474,886 ","5,681,018,980 ","764,751,245,057 ","605,923,943,464 ","2,675,752,803 ","1,370,675,188,521 ","281,706,179,684 ","1,370,675,188,521 ","4,354,606,083 ","4,354,606,083 ","601,353,274 ",96.01 ,1.39 ,1.39 ,28.16 ,98.31 ,49.47 ,70.60 ,694.45 ,303.02 ,"122,631,851,642 ","123,233,204,916 ",(3.39),Vận tải và kho bãi,01-12-2010
1803,VNG,CTCP Du lịch Thành Thành Công,HOSE,"208,480,241,649 ","208,480,241,649 ","209,148,754,346 ","594,685,410,439 ","573,317,466,324 ","6,784,147,053 ","182,478,693,347 ","182,478,693,347 ","564,094,864,659 ","46,818,931,864 ","1,173,279,426,159 ","1,112,349,104,920 ","917,324,927,214 ","2,285,628,531,079 ","4,712,651,421 ","2,285,628,531,079 ","65,857,474,794 ","65,857,474,794 ","46,655,699,100 ",114.25 ,1.03 ,1.04 ,1.10 ,(60.38),5.58 ,(3.25),(73.71),(123.86),"72,451,448,455 ","119,107,147,555 ",(95.92),Dịch vụ lưu trú và ăn uống,17-12-2009
1804,VNH,CTCP Đầu tư Việt Việt Nhật,UPCOM,"3,060,000,000 ","3,060,000,000 ",,"11,182,606,534 ","6,347,823,393 ",,"4,590,000,000 ","4,590,000,000 ","9,167,000,000 ",,"6,347,823,393 ","5,313,369,354 ","478,586,213 ","11,661,192,747 ","(76,526,195,494)","11,661,192,747 ","60,000,000 ","60,000,000 ","111,048,609 ",66.67 ,1.76 ,1.76 ,16.04 ,117.36 ,13.70 ,20.46 ,64.34 ,37.85 ,"962,382,091 ","1,073,430,700 ",21.69 ,Sản xuất,31-03-2017
1805,VNI,CTCP Đầu tư Bất động sản Việt Nam,UPCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xây dựng và Bất động sản,09-09-2009
1806,VNL,CTCP Logistics Vinalink,HOSE,"1,407,139,411,319 ","1,407,139,411,319 ","1,407,139,411,319 ","317,473,377,885 ","144,602,481,147 ",,"1,464,037,245,332 ","1,464,037,245,332 ","260,147,623,622 ","2,607,826,880 ","186,964,781,147 ","218,948,752,556 ","45,656,579,004 ","405,913,533,703 ","113,998,752,556 ","405,913,533,703 ",,,"2,539,057,700 ",96.11 ,2.20 ,2.20 ,0.00 ,21.78 ,0.82 ,(0.90),62.11 ,44.52 ,"46,873,172,993 ","49,412,230,693 ",0.08 ,Vận tải và kho bãi,17-08-2009
1807,VNM,CTCP Sữa Việt Nam,HOSE,"34,640,863,353,839 ","34,640,863,353,839 ","34,640,863,353,839 ","36,109,910,649,785 ","17,068,416,995,519 ","6,773,071,634,017 ","61,012,074,147,764 ","60,919,164,846,146 ","5,822,028,742,791 ","16,695,104,495 ","17,482,289,188,835 ","35,850,114,249,384 ","12,706,598,557,849 ","53,332,403,438,219 ","7,594,260,378,375 ","53,332,403,438,219 ","88,799,090,663 ","88,799,090,663 ","2,366,877,850,005 ",56.86 ,1.72 ,2.12 ,146.52 ,2.15 ,10.12 ,6.55 ,(4.41),(5.02),"13,011,034,577,582 ","15,377,912,427,587 ",15.48 ,Sản xuất,19-01-2006
1808,VNN,CTCP Đầu tư Thương mại VNN,OTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bán buôn,28-05-2015
1809,VNP,CTCP Nhựa Việt Nam,UPCOM,"335,157,950,458 ","335,157,950,458 ","335,157,950,458 ","252,520,492,067 ","193,242,524,728 ","41,913,425,312 ","348,049,087,044 ","348,049,087,044 ","50,398,120,570 ","21,049,000,000 ","193,723,653,528 ","264,224,415,226 ","8,306,784,185 ","457,948,068,754 ","69,638,315,678 ","457,948,068,754 ","8,604,855,662 ",,,96.30 ,1.09 ,1.31 ,9.79 ,88.06 ,3.51 ,38.02 ,185.00 ,(42.23),"84,217,728,742 ","85,576,753,878 ",7.48 ,Sản xuất,18-07-2015
1810,VNS,CTCP Ánh Dương Việt Nam,HOSE,"616,356,664,881 ","616,356,664,881 ","616,356,664,881 ","627,505,986,271 ","226,004,826,195 ","9,129,075,861 ","484,679,945,755 ","484,679,945,755 ","236,208,321,749 ","41,788,618,200 ","365,479,424,566 ","1,206,192,405,091 ","851,343,642,527 ","1,571,671,829,657 ","168,303,885,713 ","1,571,671,829,657 ","18,319,176,255 ","18,319,176,255 ","274,126,385,026 ",127.17 ,2.74 ,2.78 ,(14.11),(51.82),(23.64),(18.72),(231.34),(539.45),"(258,430,909,272)","15,695,475,754 ",3.32 ,Vận tải và kho bãi,29-07-2008
1811,VNT,CTCP Giao nhận Vận tải Ngoại thương,HNX,"2,444,956,677,996 ","2,444,956,677,996 ","2,444,956,677,996 ","617,505,422,721 ","527,585,336,292 ",,"2,544,345,801,877 ","2,544,345,801,877 ","380,977,760,106 ",,"593,774,677,608 ","198,253,423,456 ","37,428,524,719 ","792,028,101,064 ","12,103,915,705 ","792,028,101,064 ","22,918,232,743 ","22,918,232,743 ","4,915,131,438 ",96.09 ,1.17 ,1.17 ,1.92 ,105.36 ,23.46 ,6.19 ,182.72 ,78.31 ,"44,063,483,425 ","48,978,614,863 ",0.81 ,Vận tải và kho bãi,14-08-2009
1812,VNX,CTCP Quảng cáo và Hội chợ Thương mại,UPCOM,"15,823,486,362 ","15,823,486,362 ",,"45,795,636,302 ","23,393,357,030 ","9,090,146,987 ","22,557,205,616 ","22,557,205,616 ","4,145,628,603 ","350,000,000 ","23,393,357,030 ","28,014,656,695 ","5,251,502,423 ","51,408,013,725 ","1,541,936,006 ","51,408,013,725 ",,,"758,657,228 ",70.15 ,1.57 ,1.96 ,0.00 ,(42.04),(10.41),0.53 ,(1.73),(20.54),"1,886,507,430 ","2,645,164,658 ",(28.75),"Dịch vụ chuyên môn, khoa học và công nghệ",10-06-2010
1813,VNY,CTCP Thuốc thú y Trung ương I,UPCOM,"138,165,911,120 ","138,165,911,120 ",,"62,018,095,227 ","83,846,981,061 ","27,475,218,359 ","178,164,256,070 ","173,848,030,015 ","15,304,381,451 ","19,965,000 ","85,862,460,216 ","69,090,547,260 ","92,215,633,424 ","154,953,007,476 ","(192,367,273,123)","154,953,007,476 ","444,967,766 ","444,967,766 ","6,617,317,222 ",79.48 ,0.41 ,0.74 ,21.15 ,19.29 ,9.89 ,(39.39),"1,944.65 ",4.72 ,"9,408,874,945 ","16,026,192,167 ",(0.17),Sản xuất,03-08-2018
1814,VNZ,CTCP VNG ,UPCOM,"4,105,496,321,001 ","4,105,496,321,001 ","4,106,298,391,234 ","7,278,409,705,974 ","2,375,455,159,697 ","118,189,096,189 ","7,649,059,991,478 ","7,649,059,991,478 ","1,808,648,452,723 ","16,624,687,889 ","2,913,948,175,108 ","6,323,332,589,736 ","1,045,125,751,682 ","9,237,280,764,844 ","6,647,937,707,105 ","9,237,280,764,844 ",,,"325,985,789,839 ",53.67 ,3.01 ,3.06 ,0.00 ,26.97 ,17.34 ,3.95 ,(33.74),35.77 ,"253,978,962,418 ","579,964,752,257 ",4.62 ,"Nghệ thuật, vui chơi và giải trí",05-01-2023
1815,VOC,Tổng Công ty Công Nghiệp Dầu Thực Vật Việt Nam - CTCP,UPCOM,"1,430,221,132,181 ","1,430,221,132,181 ","1,430,221,132,181 ","752,860,829,008 ","249,006,505,150 ","156,837,222,126 ","1,495,931,076,077 ","1,495,931,076,077 ","161,652,837,670 ","1,429,777,247 ","260,101,608,567 ","1,529,226,375,761 ","104,617,876,099 ","1,789,327,984,328 ","289,684,664,346 ","1,789,327,984,328 ","6,473,155,092 ","6,473,155,092 ","16,813,115,235 ",95.61 ,2.39 ,3.02 ,19.50 ,(42.41),(31.90),(29.85),(48.80),(23.85),"126,246,360,745 ","143,059,475,980 ",4.21 ,Sản xuất,19-09-2016
1816,VOS,CTCP Vận tải Biển Việt Nam,HOSE,"970,741,510,894 ","970,741,510,894 ","970,741,510,894 ","1,092,054,865,666 ","726,956,203,637 ","90,110,209,457 ","1,423,851,692,370 ","1,423,851,692,370 ","502,567,473,798 ","27,519,458,806 ","1,737,507,624,950 ","1,009,110,130,176 ","1,499,300,418,676 ","2,746,617,755,126 ","(420,583,200,893)","2,746,617,755,126 ","101,648,674,908 ","101,648,674,908 ","309,157,397,847 ",68.18 ,1.38 ,1.50 ,5.97 ,11.48 ,(1.76),98.45 ,169.75 ,"1,243.90 ","606,817,829,291 ","915,975,227,138 ",49.77 ,Vận tải và kho bãi,08-09-2010
1817,VPA,CTCP Vận tải Hoá Dầu VP,UPCOM,"120,542,317,032 ","120,542,317,032 ","120,542,317,032 ","17,650,854,653 ","46,389,544,554 ","9,831,243,558 ","113,124,860,809 ","113,124,860,809 ","6,378,882,169 ","76,500,000 ","301,418,244,865 ","52,865,110,160 ","335,256,407,657 ","354,283,355,025 ","(98,801,689,547)","354,283,355,025 ","12,113,171,210 ","12,113,171,210 ","25,869,876,145 ",106.56 ,0.17 ,0.38 ,(0.56),(11.07),(5.95),(26.87),"(3,473.80)",(143.59),"(6,825,627,887)","19,044,248,258 ",(0.76),Vận tải và kho bãi,27-01-2016
1818,VPC,CTCP Đầu tư và Phát triển Năng lượng Việt Nam,UPCOM,"30,557,148,120 ","30,557,148,120 ",,"16,442,122,557 ","62,774,020,565 ","585,552,298 ","38,301,339,999 ","38,301,339,999 ","13,055,154,675 ",,"71,846,716,991 ","(10,620,047,358)","38,562,874,447 ","61,226,669,633 ","(76,074,152,843)","61,226,669,633 ","4,263,302,015 ","4,263,302,015 ","3,874,862,142 ",79.78 ,0.25 ,0.26 ,0.34 ,34.51 ,(2.54),(235.97),(151.32),8.65 ,"1,453,676,283 ","5,328,538,425 ",3.24 ,Xây dựng và Bất động sản,29-05-2015
1819,VPD,CTCP Phát triển Điện lực Việt Nam,HOSE,"270,187,655,696 ","270,187,655,696 ","270,302,293,316 ","203,857,723,855 ","326,160,063,167 ","1,196,789,021 ","568,568,759,932 ","568,568,759,932 ","89,065,550,122 ",,"704,808,330,929 ","1,364,355,913,306 ","1,840,046,633,529 ","2,069,164,244,235 ","220,106,005,983 ","2,069,164,244,235 ","67,060,841,348 ",,,47.52 ,0.62 ,0.63 ,3.87 ,25.02 ,(43.19),7.63 ,106.51 ,45.89 ,"259,359,257,411 ","1,905,555,103,025 ",61.48 ,Tiện ích,22-01-2018
1820,VPG,CTCP Đầu tư Thương mại Xuất nhập khẩu Việt Phát,HOSE,"3,189,704,880,768 ","3,189,704,880,768 ","3,189,704,880,768 ","2,153,355,039,720 ","1,470,510,912,477 ","727,546,656,490 ","3,863,571,827,129 ","3,863,571,827,129 ","640,287,275,044 ",,"1,470,510,912,477 ","913,387,867,378 ","18,664,057,590 ","2,383,898,779,855 ","482,417,487,378 ","2,383,898,779,855 ","34,920,459,711 ","34,920,459,711 ","6,180,309,457 ",82.56 ,0.97 ,1.46 ,16.11 ,65.71 ,53.69 ,76.29 ,369.58 ,129.82 ,"562,494,220,044 ","568,674,529,501 ",7.14 ,Bán buôn,18-01-2018
1821,VPH,CTCP Vạn Phát Hưng,HOSE,"138,775,282,344 ","138,775,282,344 ","137,551,402,344 ","1,642,895,554,687 ","982,066,413,209 ","418,722,550,990 ","292,477,561,659 ","290,557,561,659 ","1,117,383,758,555 ","2,300,746,134 ","982,578,581,209 ","1,068,476,064,330 ","10,938,072,163 ","2,051,054,645,539 ","103,062,790,748 ","2,051,054,645,539 ","35,196,176,601 ","35,196,176,601 ","4,898,148,996 ",47.76 ,1.25 ,1.67 ,4.11 ,8.16 ,(1.88),2.83 ,330.20 ,40.30 ,"144,591,146,203 ","149,489,295,199 ",(28.65),Xây dựng và Bất động sản,09-09-2009
1822,VPI,CTCP Đầu tư Văn Phú - INVEST,HOSE,"1,968,678,565,580 ","1,968,678,565,580 ","1,978,289,720,205 ","6,773,335,278,465 ","3,564,678,539,598 ","3,442,824,822,548 ","2,666,099,233,796 ","2,610,596,277,671 ","2,112,436,176,148 ","483,549,760,765 ","6,441,039,128,685 ","3,394,444,571,983 ","581,116,982,486 ","9,835,483,700,668 ","878,794,718,679 ","9,835,483,700,668 ","103,911,543,417 ","114,222,193,949 ","20,167,132,786 ",75.41 ,0.93 ,1.90 ,4.77 ,20.58 ,1.36 ,14.75 ,1.35 ,(6.06),"496,168,580,969 ","516,335,713,755 ",20.66 ,Xây dựng và Bất động sản,29-06-2018
1823,VPK,CTCP Bao bì Dầu Thực Vật,KHÁC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sản xuất,20-01-2020
1824,VPL,CTCP Vinpearl,OTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dịch vụ lưu trú và ăn uống,
